monster_id,action_type,action_name,damage_type,attack_bonus,damage_dice,dc_type,dc_value,multi_attack,multi_attack_descrip,descrip
iron-golem,actions,Poison Breath,Poison,,10d8,CON,19.0,,,"The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 45 (l0d8) poison damage on a failed save, or half as much damage on a successful one."
jackal,actions,Bite,Piercing,1.0,1d4-1,,,,,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) piercing damage."
killer-whale,actions,Bite,Piercing,6.0,5d6+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 21 (5d6 + 4) piercing damage."
knight,actions,Greatsword,Slashing,5.0,2d6+3,,,2,The knight makes two melee attacks.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage."
knight,actions,Heavy Crossbow,Piercing,2.0,1d10,,,,,"Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage."
knight,actions,Leadership,,,,,,,,"For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 ft. of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated."
kobold,actions,Dagger,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage."
kobold,actions,Sling,Bludgeoning,4.0,1d4+2,,,,,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage."
kraken,actions,Bite,Piercing,7.0,3d8+10,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 23 (3d8 + 10) piercing damage. If the target is a Large or smaller creature grappled by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the kraken, and it takes 42 (12d6) acid damage at the start of each of the kraken's turns. If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a DC 25 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the kraken. If the kraken dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone."
kraken,actions,Tentacle,Bludgeoning,7.0,3d6+10,,,,,"Melee Weapon Attack: +7 to hit, reach 30 ft., one target. Hit: 20 (3d6 + 10) bludgeoning damage, and the target is grappled (escape DC 18). Until this grapple ends, the target is restrained. The kraken has ten tentacles, each of which can grapple one target."
kraken,actions,Fling,,,,,,,,"One Large or smaller object held or creature grappled by the kraken is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 18 Dexterity saving throw or take the same damage and be knocked prone."
kraken,actions,Lightning Storm,Lightning,,4d10,DEX,23.0,,,"The kraken magically creates three bolts of lightning, each of which can strike a target the kraken can see within 120 feet of it. A target must make a DC 23 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one."
lamia,actions,Claws,Slashing,5.0,2d10+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage."
lamia,actions,Dagger,Piercing,5.0,1d4+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage."
lamia,actions,Intoxicating Touch,,,,,,,,"Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks."
lemure,actions,Fist,Bludgeoning,3.0,1d4,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage."
lich,actions,Paralyzing Touch,Cold,12.0,3d6,,,,,"Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."
lion,actions,Bite,Piercing,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage."
lion,actions,Claw,Slashing,5.0,1d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
lizard,actions,Bite,Piercing,0.0,1,,,,,"Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage."
lizardfolk,actions,Bite,Piercing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
lizardfolk,actions,Heavy Club,Bludgeoning,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage."
lizardfolk,actions,Javelin,Piercing,4.0,1d6+2,,,,,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
lizardfolk,actions,Spiked Shield,Piercing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
mage,actions,Dagger,Piercing,5.0,1d4+2,,,,,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage."
magma-mephit,actions,Claws,Slashing & Fire,3.0,1d4+1 + 1d4,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft ., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage."
magma-mephit,actions,Fire Breath,Fire,,2d6,DEX,11.0,,,"The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one."
magmin,actions,Touch,Fire,4.0,2d6,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a target takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns."
mammoth,actions,Gore,Piercing,10.0,4d8+7,,,,,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage."
mammoth,actions,Stomp,Bludgeoning,10.0,4d10+7,,,,,"Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage."
manticore,actions,Bite,Piercing,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage."
manticore,actions,Claw,Slashing,5.0,1d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
manticore,actions,Tail Spike,Piercing,5.0,1d8+3,,,,,"Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage."
marilith,actions,Longsword,Slashing,9.0,2d8+4,,,6,The marilith can make seven attacks: six with its longswords and one with its tail.,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
marilith,actions,Tail,Bludgeoning,9.0,2d10+4,,,1,The marilith can make seven attacks: six with its longswords and one with its tail.,"Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets."
marilith,actions,Teleport,,,,,,,,"The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see."
mastiff,actions,Bite,Piercing,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone."
medusa,actions,Snake Hair,Piercing & Poison,5.0,1d4+2 + 4d6,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage."
medusa,actions,Shortsword,Piercing,5.0,1d6+2,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
medusa,actions,Longbow,Piercing & Poison,5.0,1d8+2 + 2d6,,,,,"Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage."
merfolk,actions,Spear,,2.0,,,,,,"Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack."
merrow,actions,Bite,Piercing,6.0,1d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage."
merrow,actions,Claws,Slashing,6.0,2d4+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage."
merrow,actions,Harpoon,Piercing,6.0,2d6+4,,,,,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow."
mimic,actions,Pseudopod,Bludgeoning,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait."
mimic,actions,Bite,Piercing & Acid,5.0,1d8+3 + 1d8,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage."
minotaur,actions,Greataxe,Slashing,6.0,2d12+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage."
minotaur,actions,Gore,Piercing,6.0,2d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage."
minotaur-skeleton,actions,Greataxe,Slashing,6.0,2d12+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage."
minotaur-skeleton,actions,Gore,Piercing,6.0,2d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage."
mule,actions,Hooves,Bludgeoning,2.0,1d4+2,,,,,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage."
mummy,actions,Rotting Fist,Bludgeoning & Necrotic,5.0,2d6+3 + 3d6,,,1,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic."
mummy,actions,Dreadful Glare,,,,WIS,11.0,1,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours."
mummy-lord,actions,Rotting Fist,Bludgeoning & Necrotic,9.0,3d6+4 + 6d6,,,1,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic."
mummy-lord,actions,Dreadful Glare,,,,WIS,16.0,1,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord, it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours."
nalfeshnee,actions,Bite,Piercing,10.0,5d10+5,,,1,The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage."
nalfeshnee,actions,Claw,Slashing,10.0,3d6+5,,,2,The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage."
nalfeshnee,actions,Horror Nimbus,,,,WIS,15.0,1,The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,"The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours."
nalfeshnee,actions,Teleport,,,,,,,,"The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see."
night-hag,actions,Claws (Hag Form Only),Slashing,7.0,2d8+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
night-hag,actions,Change Shape,,,,,,,,"The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies."
night-hag,actions,Etherealness,,,,,,,,"The hag magically enters the Ethereal Plane from the Material Plane, or vice versa. To do so, the hag must have a heartstone in her possession."
night-hag,actions,Nightmare Haunting,,,,,,,,"While on the Ethereal Plane, the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact, as does a magic circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic."
